source_group,repo_name,time,commit_match_status,paper_latest_commit,our_latest_commit,ncloc_scope_status,metric,paper_value,our_value,diff,abs_diff
control,dymmond/edgy,2025-01,exact_match,103f66b137d03005ff6baaf5e4b40133d048625d,103f66b137d03005ff6baaf5e4b40133d048625d,ncloc_identical,code_smells,298.0,417.0,119.0,119.0
control,HelpingAI/Webscout,2024-06,exact_match,a253e29f8b069a62ce5780563fc5285a9d150a78,a253e29f8b069a62ce5780563fc5285a9d150a78,ncloc_identical,code_smells,390.0,508.0,118.0,118.0
control,zju3dv/ready_to_react,2025-02,exact_match,99e4725810777bdc70b50e00793aecc3409d66fe,99e4725810777bdc70b50e00793aecc3409d66fe,ncloc_identical,code_smells,481.0,587.0,106.0,106.0
control,zju3dv/ready_to_react,2025-03,exact_match,bd36d46c80ad82db499e6c597293c085de91457b,bd36d46c80ad82db499e6c597293c085de91457b,ncloc_identical,code_smells,481.0,587.0,106.0,106.0
control,HelpingAI/Webscout,2024-05,exact_match,05438617e1535333cdf976bf8843553e5b85addc,05438617e1535333cdf976bf8843553e5b85addc,ncloc_identical,code_smells,308.0,412.0,104.0,104.0
control,dymmond/edgy,2025-03,exact_match,19f8913f2cb1586714752dda0ec21eb5fae3045d,19f8913f2cb1586714752dda0ec21eb5fae3045d,ncloc_identical,code_smells,342.0,443.0,101.0,101.0
treatment,namuan/trading-utils,2024-11,exact_match,8862e384363c02d717f3a5c691a9ce06f7b38918,8862e384363c02d717f3a5c691a9ce06f7b38918,ncloc_identical,code_smells,207.0,295.0,88.0,88.0
control,dymmond/edgy,2024-08,exact_match,449d22c3a3191248096ab44ed1391749111d0c0c,449d22c3a3191248096ab44ed1391749111d0c0c,ncloc_identical,code_smells,155.0,221.0,66.0,66.0
control,zhang-xr/FirmLLM,2025-03,exact_match,f8158fb12223089a6eb59f712f87255c2aa541b9,f8158fb12223089a6eb59f712f87255c2aa541b9,ncloc_identical,code_smells,108.0,173.0,65.0,65.0
control,zhang-xr/FirmLLM,2025-04,exact_match,8dc567bdfa7fa514f1138725c1195261fc8aa041,8dc567bdfa7fa514f1138725c1195261fc8aa041,ncloc_identical,code_smells,110.0,175.0,65.0,65.0
treatment,airweave-ai/airweave,2024-12,exact_match,8173f6019421186a82b2fa73fffef085b74762ea,8173f6019421186a82b2fa73fffef085b74762ea,ncloc_identical,code_smells,21.0,82.0,61.0,61.0
treatment,namuan/trading-utils,2024-10,exact_match,6223b14be1472cdbd940b4744f8ff3f754e6b9ca,6223b14be1472cdbd940b4744f8ff3f754e6b9ca,ncloc_identical,code_smells,96.0,156.0,60.0,60.0
control,bropines/chrome-lens-py,2025-03,exact_match,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,ncloc_identical,code_smells,24.0,83.0,59.0,59.0
control,dymmond/edgy,2024-07,exact_match,b8caa8fe87da4fa572c092051de74aea8724f143,b8caa8fe87da4fa572c092051de74aea8724f143,ncloc_identical,code_smells,170.0,225.0,55.0,55.0
control,dymmond/edgy,2024-06,exact_match,8fc8c3322bcc9c522c6b7798cf3d3409afd2d253,8fc8c3322bcc9c522c6b7798cf3d3409afd2d253,ncloc_identical,code_smells,170.0,225.0,55.0,55.0
control,pieces-app/cli-agent,2025-08,exact_match,77aac10a2531b95d9a25482cae08d56b1b2f4def,77aac10a2531b95d9a25482cae08d56b1b2f4def,ncloc_identical,code_smells,1547.0,1602.0,55.0,55.0
control,baaivision/EVE,2025-02,exact_match,c42d6f4946b397d19a07e04a6536813684764ce8,c42d6f4946b397d19a07e04a6536813684764ce8,ncloc_identical,code_smells,221.0,274.0,53.0,53.0
control,baaivision/EVE,2025-07,exact_match,cc63ec74d9e5eb7f476c2e083eac087b2882f285,cc63ec74d9e5eb7f476c2e083eac087b2882f285,ncloc_identical,code_smells,221.0,274.0,53.0,53.0
treatment,namuan/trading-utils,2024-09,exact_match,e088d9231feb860e65393c43a1d561f3971301ae,e088d9231feb860e65393c43a1d561f3971301ae,ncloc_identical,code_smells,99.0,151.0,52.0,52.0
treatment,panther-labs/panther-analysis,2024-04,exact_match,4aa347f5a424a5a0f0a650b43798ccc663913a97,4aa347f5a424a5a0f0a650b43798ccc663913a97,ncloc_identical,code_smells,167.0,218.0,51.0,51.0
treatment,panther-labs/panther-analysis,2024-07,exact_match,2dd28b22b6769fbc8dd7ff0e994c0ed7ead7304f,2dd28b22b6769fbc8dd7ff0e994c0ed7ead7304f,ncloc_identical,code_smells,167.0,218.0,51.0,51.0
treatment,namuan/trading-utils,2024-08,exact_match,ac3dabe73bc74f4329d20a4fbbe5547a04dc5a01,ac3dabe73bc74f4329d20a4fbbe5547a04dc5a01,ncloc_identical,code_smells,111.0,162.0,51.0,51.0
treatment,panther-labs/panther-analysis,2024-05,exact_match,791b90d5b9575124d6058f0808a11101d3d969f2,791b90d5b9575124d6058f0808a11101d3d969f2,ncloc_identical,code_smells,167.0,218.0,51.0,51.0
treatment,panther-labs/panther-analysis,2024-06,exact_match,ff7a1497c58d8477c2f340ffab83a771e1c58e08,ff7a1497c58d8477c2f340ffab83a771e1c58e08,ncloc_identical,code_smells,167.0,218.0,51.0,51.0
control,pieces-app/cli-agent,2025-07,exact_match,ff6928ee937c16312c73e3f95f2f768dd8428065,ff6928ee937c16312c73e3f95f2f768dd8428065,ncloc_identical,code_smells,1531.0,1580.0,49.0,49.0
control,pieces-app/cli-agent,2025-06,exact_match,6c44181fb35136721f941a77b6be436f6926c7cb,6c44181fb35136721f941a77b6be436f6926c7cb,ncloc_identical,code_smells,1413.0,1462.0,49.0,49.0
treatment,synaptiai/prompt-decorators,2025-05,exact_match,e0830277744ae4089dcd630dab688a3e892f19af,e0830277744ae4089dcd630dab688a3e892f19af,ncloc_identical,code_smells,159.0,207.0,48.0,48.0
treatment,synaptiai/prompt-decorators,2025-08,exact_match,8ffdee7032009e5e1229cec0f766de6332f2b81c,8ffdee7032009e5e1229cec0f766de6332f2b81c,ncloc_identical,code_smells,159.0,207.0,48.0,48.0
treatment,synaptiai/prompt-decorators,2025-07,exact_match,75ab51622f28cdbecba739a07a404f76b803f4df,75ab51622f28cdbecba739a07a404f76b803f4df,ncloc_identical,code_smells,159.0,207.0,48.0,48.0
treatment,synaptiai/prompt-decorators,2025-06,exact_match,1dd0f977ff0cbe127717a6c4d7f198a609485f69,1dd0f977ff0cbe127717a6c4d7f198a609485f69,ncloc_identical,code_smells,159.0,207.0,48.0,48.0
control,dymmond/edgy,2024-05,exact_match,acf009ef9736b17a062320fe62d422fd5db759e3,acf009ef9736b17a062320fe62d422fd5db759e3,ncloc_identical,code_smells,134.0,181.0,47.0,47.0
treatment,panther-labs/panther-analysis,2024-01,exact_match,24cdefb3cfe05be135e8941654c0f3c9d1797863,24cdefb3cfe05be135e8941654c0f3c9d1797863,ncloc_identical,code_smells,165.0,212.0,47.0,47.0
control,dymmond/edgy,2024-04,exact_match,85a5aa0dcacec8c82bab372772ae25c87c9042f6,85a5aa0dcacec8c82bab372772ae25c87c9042f6,ncloc_identical,code_smells,117.0,164.0,47.0,47.0
treatment,tw-haiven/haiven,2025-03,exact_match,9fa1486c64f85b5acc14ce919fad7c52b18afeb9,9fa1486c64f85b5acc14ce919fad7c52b18afeb9,ncloc_identical,code_smells,381.0,426.0,45.0,45.0
control,markmelnic/stealthenium,2025-02,exact_match,339208d8978d3d15f971f0e4460097553071dfb2,339208d8978d3d15f971f0e4460097553071dfb2,ncloc_identical,code_smells,124.0,169.0,45.0,45.0
treatment,panther-labs/panther-analysis,2024-02,exact_match,8893eaa4056c483dbdc717972b7010006494f114,8893eaa4056c483dbdc717972b7010006494f114,ncloc_identical,code_smells,168.0,213.0,45.0,45.0
treatment,panther-labs/panther-analysis,2024-03,exact_match,1583883284ed3104ee76e9db8ed41883313bbe1d,1583883284ed3104ee76e9db8ed41883313bbe1d,ncloc_identical,code_smells,168.0,213.0,45.0,45.0
control,markmelnic/stealthenium,2024-08,exact_match,8c4385c84ea10efb27698a37fcbc9bdeab400405,8c4385c84ea10efb27698a37fcbc9bdeab400405,ncloc_identical,code_smells,124.0,169.0,45.0,45.0
control,markmelnic/stealthenium,2024-10,exact_match,8c2d8f30fc48c12382cd8f007922022621d9a3e0,8c2d8f30fc48c12382cd8f007922022621d9a3e0,ncloc_identical,code_smells,124.0,169.0,45.0,45.0
treatment,askjohngeorge/pipecat-lead-qualifier,2025-01,exact_match,322142a04cd2f43c9f5a14123abd4ea5329ddbfd,322142a04cd2f43c9f5a14123abd4ea5329ddbfd,ncloc_identical,code_smells,17.0,61.0,44.0,44.0
treatment,synaptiai/prompt-decorators,2025-03,exact_match,d43502d6d3034874c6b19ca459bc297c76b2bca0,d43502d6d3034874c6b19ca459bc297c76b2bca0,ncloc_identical,code_smells,141.0,185.0,44.0,44.0
control,dymmond/edgy,2024-01,exact_match,0bea047b50cc5f4c227e8c44eee1ad7ba0382b2d,0bea047b50cc5f4c227e8c44eee1ad7ba0382b2d,ncloc_identical,code_smells,115.0,159.0,44.0,44.0
treatment,synaptiai/prompt-decorators,2025-04,exact_match,1bb0e8789bf0ee88c448d745d3f3a93244a00932,1bb0e8789bf0ee88c448d745d3f3a93244a00932,ncloc_identical,code_smells,141.0,185.0,44.0,44.0
control,dymmond/edgy,2024-02,exact_match,10115d3429844344d86a9f8146871f8a991c6573,10115d3429844344d86a9f8146871f8a991c6573,ncloc_identical,code_smells,115.0,159.0,44.0,44.0
control,bropines/chrome-lens-py,2025-08,exact_match,f0ba9bc2757176ac16104b265c8003212d822a3c,f0ba9bc2757176ac16104b265c8003212d822a3c,ncloc_identical,code_smells,22.0,64.0,42.0,42.0
control,bropines/chrome-lens-py,2025-06,exact_match,4f1620431d6867b4088acf5de8a05f55c8a89244,4f1620431d6867b4088acf5de8a05f55c8a89244,ncloc_identical,code_smells,22.0,64.0,42.0,42.0
treatment,smartian1/tgtrader,2025-04,exact_match,9d17bd75396997b746338c8911d8d781c096ed35,9d17bd75396997b746338c8911d8d781c096ed35,ncloc_identical,code_smells,337.0,378.0,41.0,41.0
control,caffeinedoom/reconthing,2024-11,exact_match,63f6a888dcf040f261ad37f46356ce5dba6ec853,63f6a888dcf040f261ad37f46356ce5dba6ec853,ncloc_identical,code_smells,7.0,48.0,41.0,41.0
control,xinsir6/ControlNetPlus,2024-08,exact_match,597f7e8aa8917826f260566a4492d634b7a71ca5,597f7e8aa8917826f260566a4492d634b7a71ca5,ncloc_identical,code_smells,189.0,229.0,40.0,40.0
control,xinsir6/ControlNetPlus,2024-09,exact_match,b48420576eac63c04388cb65fb74513cbd17405a,b48420576eac63c04388cb65fb74513cbd17405a,ncloc_identical,code_smells,191.0,231.0,40.0,40.0
control,xinsir6/ControlNetPlus,2024-07,exact_match,d8d6db7b72da5a4fe6c8af5da0a998704b5e8cef,d8d6db7b72da5a4fe6c8af5da0a998704b5e8cef,ncloc_identical,code_smells,189.0,229.0,40.0,40.0
control,OSU-NLP-Group/HippoRAG,2025-08,exact_match,e0452e323bfcf5e2eb755ec45c1a597ec843a578,e0452e323bfcf5e2eb755ec45c1a597ec843a578,ncloc_identical,code_smells,95.0,134.0,39.0,39.0
treatment,sirkirby/unifi-network-rules,2025-07,exact_match,82b213f6193a4d0bdac8093c235b16e205d8b6d0,82b213f6193a4d0bdac8093c235b16e205d8b6d0,ncloc_identical,code_smells,117.0,156.0,39.0,39.0
treatment,sirkirby/unifi-network-rules,2025-06,exact_match,c5a94b82797ea738e2f9f796f918e315dc71fe90,c5a94b82797ea738e2f9f796f918e315dc71fe90,ncloc_identical,code_smells,121.0,159.0,38.0,38.0
control,HelpingAI/Webscout,2024-04,exact_match,43365b64ad799c81f65d9ca8fda0fe0d95978f59,43365b64ad799c81f65d9ca8fda0fe0d95978f59,ncloc_identical,code_smells,146.0,183.0,37.0,37.0
control,RobinWu218/ToST,2025-02,exact_match,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,071ea98ffc84b4e4eb4f0c1167eae90b2bd11dd9,ncloc_identical,code_smells,117.0,154.0,37.0,37.0
control,aj47/100x-orchestrator,2024-11,exact_match,2c394810aace9b232637e95c1281dd07f8caba67,2c394810aace9b232637e95c1281dd07f8caba67,ncloc_identical,code_smells,13.0,50.0,37.0,37.0
treatment,Kiln-AI/Kiln,2025-08,exact_match,315777c3f26303453773d154dbe9c11533c7615f,315777c3f26303453773d154dbe9c11533c7615f,ncloc_identical,code_smells,170.0,205.0,35.0,35.0
treatment,The-Pocket/PocketFlow,2025-05,exact_match,6cf3ec4984958eb442ed676835f6551648082f22,6cf3ec4984958eb442ed676835f6551648082f22,ncloc_identical,code_smells,111.0,146.0,35.0,35.0
treatment,The-Pocket/PocketFlow,2025-06,exact_match,8c6cbc5138a92fff325366b5622d59ecfaae7a07,8c6cbc5138a92fff325366b5622d59ecfaae7a07,ncloc_identical,code_smells,120.0,154.0,34.0,34.0
treatment,The-Pocket/PocketFlow,2025-07,exact_match,f98e9f4806af3b6aedfbf7e462bdadeba671bd63,f98e9f4806af3b6aedfbf7e462bdadeba671bd63,ncloc_identical,code_smells,120.0,154.0,34.0,34.0
treatment,The-Pocket/PocketFlow,2025-08,exact_match,23e36bfbdfe8a071aafa987a9ba14df842af8a0e,23e36bfbdfe8a071aafa987a9ba14df842af8a0e,ncloc_identical,code_smells,122.0,156.0,34.0,34.0
control,OSU-NLP-Group/HippoRAG,2025-06,exact_match,242abfbefa03d6fce7a5c107e10ec24f22945b1f,242abfbefa03d6fce7a5c107e10ec24f22945b1f,ncloc_identical,code_smells,86.0,120.0,34.0,34.0
treatment,panther-labs/panther-analysis,2024-08,exact_match,fc581846edf0f01e294457d00acfc5b904e34738,fc581846edf0f01e294457d00acfc5b904e34738,ncloc_identical,code_smells,170.0,204.0,34.0,34.0
treatment,smartian1/tgtrader,2025-03,exact_match,48a5a6e8245592314a2eb3d667ada5faac2a367f,48a5a6e8245592314a2eb3d667ada5faac2a367f,ncloc_identical,code_smells,293.0,327.0,34.0,34.0
control,OSU-NLP-Group/HippoRAG,2025-07,exact_match,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,ncloc_identical,code_smells,88.0,122.0,34.0,34.0
treatment,sirkirby/unifi-network-rules,2025-04,exact_match,b208b60791430e40bb8e2bc43c0ff81632167a72,b208b60791430e40bb8e2bc43c0ff81632167a72,ncloc_identical,code_smells,104.0,137.0,33.0,33.0
control,zhang-xr/FirmLLM,2025-02,exact_match,ec1f47e26100924ec60415edfc0eba16e361aa7d,ec1f47e26100924ec60415edfc0eba16e361aa7d,ncloc_identical,code_smells,110.0,143.0,33.0,33.0
treatment,MDGrey33/pyvisionai,2025-07,exact_match,cc125c05100115df578cbcdf0da4e57778e423aa,cc125c05100115df578cbcdf0da4e57778e423aa,ncloc_identical,code_smells,44.0,77.0,33.0,33.0
treatment,panther-labs/panther-analysis,2024-09,exact_match,e36ab755e770405c0fdb16cc8ef7354fbdb30ce9,e36ab755e770405c0fdb16cc8ef7354fbdb30ce9,ncloc_identical,code_smells,170.0,203.0,33.0,33.0
control,OSU-NLP-Group/HippoRAG,2025-05,exact_match,19bb2e434f470440f100a1dad0341f15849641e2,19bb2e434f470440f100a1dad0341f15849641e2,ncloc_identical,code_smells,84.0,117.0,33.0,33.0
control,kuleshov-group/caduceus,2025-06,exact_match,0060a6d8079b6a040fc55d505e15972a327b70a6,0060a6d8079b6a040fc55d505e15972a327b70a6,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2025-01,exact_match,49e3204dfba5bd36b9c6405bca6b0396e04ab9d2,49e3204dfba5bd36b9c6405bca6b0396e04ab9d2,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2024-08,exact_match,6b451a8b1a8e5d55b76b4e68565ed551fc53de64,6b451a8b1a8e5d55b76b4e68565ed551fc53de64,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2024-10,exact_match,2593c807ebfc0aede05e7a991474b1a0e60fdc93,2593c807ebfc0aede05e7a991474b1a0e60fdc93,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2024-05,exact_match,901884f6a6c9ad82ae36cbfdb056b272d9a4c64a,901884f6a6c9ad82ae36cbfdb056b272d9a4c64a,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2025-05,exact_match,b3824a02dc97960b6301c5b5a0ef4e9c67c3c5cf,b3824a02dc97960b6301c5b5a0ef4e9c67c3c5cf,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2024-04,exact_match,17452f8c4066f5d562fdcfb3e4f28534cdc31015,17452f8c4066f5d562fdcfb3e4f28534cdc31015,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
control,kuleshov-group/caduceus,2024-06,exact_match,8f04348b51de01a80e6d3e6dadc9a61f39438cc6,8f04348b51de01a80e6d3e6dadc9a61f39438cc6,ncloc_identical,code_smells,107.0,139.0,32.0,32.0
treatment,sirkirby/unifi-network-rules,2025-03,exact_match,702090debca7301d7ffbb242edc927cc1c5a2703,702090debca7301d7ffbb242edc927cc1c5a2703,ncloc_identical,code_smells,102.0,133.0,31.0,31.0
treatment,gerred/mcp-server-replicate,2025-01,exact_match,da7c9f5b18a5a1db189315cdfb6b92d03583bf1a,da7c9f5b18a5a1db189315cdfb6b92d03583bf1a,ncloc_identical,code_smells,35.0,66.0,31.0,31.0
treatment,SlyyCooper/cursorrules-architect,2025-03,exact_match,1b8ad985d2fd1b380194e94aef663c259e913daf,1b8ad985d2fd1b380194e94aef663c259e913daf,ncloc_identical,code_smells,21.0,52.0,31.0,31.0
treatment,gerred/mcp-server-replicate,2025-02,exact_match,568024cbab6f7da22a85d7bd5787f2e835e4e54a,568024cbab6f7da22a85d7bd5787f2e835e4e54a,ncloc_identical,code_smells,35.0,66.0,31.0,31.0
control,aj47/100x-orchestrator,2025-02,exact_match,4fede5d1be8abff710a702ee2ee324e4aa329ba3,4fede5d1be8abff710a702ee2ee324e4aa329ba3,ncloc_identical,code_smells,55.0,85.0,30.0,30.0
treatment,namuan/trading-utils,2024-07,exact_match,6a282409aec8b7d508567277e4028df0b0177c29,6a282409aec8b7d508567277e4028df0b0177c29,ncloc_identical,code_smells,75.0,105.0,30.0,30.0
treatment,SlyyCooper/cursorrules-architect,2025-04,exact_match,d3341bec543e5ba24cacc2caf33383e98c657e2d,d3341bec543e5ba24cacc2caf33383e98c657e2d,ncloc_identical,code_smells,24.0,54.0,30.0,30.0
control,aj47/100x-orchestrator,2025-01,exact_match,c0f903e0768d211838793febb3ea3cc78ea325ef,c0f903e0768d211838793febb3ea3cc78ea325ef,ncloc_identical,code_smells,55.0,85.0,30.0,30.0
treatment,namuan/trading-utils,2024-06,exact_match,c905414efa9a4a785a787184653912d268984c8a,c905414efa9a4a785a787184653912d268984c8a,ncloc_identical,code_smells,74.0,103.0,29.0,29.0
treatment,panther-labs/panther-analysis,2025-02,exact_match,642d24848e2157a207f954ba1cc01409ece6fba5,642d24848e2157a207f954ba1cc01409ece6fba5,ncloc_identical,code_smells,164.0,193.0,29.0,29.0
