source_group,repo_name,time,commit_match_status,paper_latest_commit,our_latest_commit,ncloc_scope_status,paper_value_ncloc,our_value_ncloc,diff_ncloc,abs_diff_ncloc,paper_value_bugs,our_value_bugs,diff_bugs,abs_diff_bugs,paper_value_vulnerabilities,our_value_vulnerabilities,diff_vulnerabilities,abs_diff_vulnerabilities,paper_value_code_smells,our_value_code_smells,diff_code_smells,abs_diff_code_smells,paper_value_duplicated_lines_density,our_value_duplicated_lines_density,diff_duplicated_lines_density,abs_diff_duplicated_lines_density,paper_value_comment_lines_density,our_value_comment_lines_density,diff_comment_lines_density,abs_diff_comment_lines_density,paper_value_cognitive_complexity,our_value_cognitive_complexity,diff_cognitive_complexity,abs_diff_cognitive_complexity,paper_value_technical_debt,our_value_technical_debt,diff_technical_debt,abs_diff_technical_debt,paper_value_static_analysis_warnings,our_value_static_analysis_warnings,diff_static_analysis_warnings,abs_diff_static_analysis_warnings
control,ArpiarSaundersLab/annsql,2025-01,exact_match,ab9496863121dadc5cd7502e0c355536b24e6f36,ab9496863121dadc5cd7502e0c355536b24e6f36,ncloc_identical,1740.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,1.0,1.0,16.6,16.6,0.0,0.0,13.8,13.8,0.0,0.0,279.0,279.0,0.0,0.0,432.0,437.0,5.0,5.0,69.0,70.0,1.0,1.0
control,ArpiarSaundersLab/annsql,2025-02,exact_match,8349da0d1d0ce5692448c5c19e8bb83f2bdc36b1,8349da0d1d0ce5692448c5c19e8bb83f2bdc36b1,ncloc_identical,3309.0,3309.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,135.0,1.0,1.0,7.8,7.8,0.0,0.0,26.9,26.9,0.0,0.0,834.0,834.0,0.0,0.0,954.0,959.0,5.0,5.0,139.0,140.0,1.0,1.0
control,ArpiarSaundersLab/annsql,2025-03,exact_match,69f3d00daaa7ac6f185d7e8b4d5b4bed618c3cab,69f3d00daaa7ac6f185d7e8b4d5b4bed618c3cab,ncloc_identical,3626.0,3626.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,150.0,1.0,1.0,9.1,9.1,0.0,0.0,25.7,25.7,0.0,0.0,882.0,882.0,0.0,0.0,1090.0,1095.0,5.0,5.0,153.0,154.0,1.0,1.0
control,ArpiarSaundersLab/annsql,2025-04,exact_match,144ef3bf441c1dc2ffc43ff3c967601f668bb4a9,144ef3bf441c1dc2ffc43ff3c967601f668bb4a9,ncloc_identical,3626.0,3626.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,150.0,1.0,1.0,9.1,9.1,0.0,0.0,25.7,25.7,0.0,0.0,882.0,882.0,0.0,0.0,1090.0,1095.0,5.0,5.0,153.0,154.0,1.0,1.0
control,ArpiarSaundersLab/annsql,2025-05,exact_match,4d48c602f9a55fef75cd57e3db238503bf180736,4d48c602f9a55fef75cd57e3db238503bf180736,ncloc_identical,3626.0,3626.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,150.0,1.0,1.0,9.1,9.1,0.0,0.0,25.7,25.7,0.0,0.0,882.0,882.0,0.0,0.0,1090.0,1095.0,5.0,5.0,153.0,154.0,1.0,1.0
control,BalancerMaxis/multisig-ops,2024-01,exact_match,6ab6c1a7bd43de48366f370db059ffac768caf4a,6ab6c1a7bd43de48366f370db059ffac768caf4a,ncloc_different,8586.0,9050.0,464.0,464.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,418.0,439.0,21.0,21.0,14.8,18.5,3.6999999999999993,3.6999999999999993,12.9,12.6,-0.3000000000000007,0.3000000000000007,1510.0,1546.0,36.0,36.0,1983.0,2007.0,24.0,24.0,426.0,443.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-02,exact_match,df970e8b772a5bcd3d75893a4ad23c0f9cba345c,df970e8b772a5bcd3d75893a4ad23c0f9cba345c,ncloc_different,8686.0,9150.0,464.0,464.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,426.0,447.0,21.0,21.0,14.6,18.3,3.700000000000001,3.700000000000001,12.9,12.5,-0.40000000000000036,0.40000000000000036,1565.0,1601.0,36.0,36.0,2051.0,2075.0,24.0,24.0,434.0,451.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-03,exact_match,9d46eba7992833ffc520fed2afc4d8ec6ed5fad9,9d46eba7992833ffc520fed2afc4d8ec6ed5fad9,ncloc_different,8859.0,9323.0,464.0,464.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,430.0,451.0,21.0,21.0,14.3,18.0,3.6999999999999993,3.6999999999999993,12.9,12.5,-0.40000000000000036,0.40000000000000036,1633.0,1669.0,36.0,36.0,2106.0,2130.0,24.0,24.0,438.0,455.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-04,exact_match,293b45f01cfdbe37abab909b627f9419f8a6a0be,293b45f01cfdbe37abab909b627f9419f8a6a0be,ncloc_different,9240.0,9706.0,466.0,466.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,435.0,456.0,21.0,21.0,14.3,17.8,3.5,3.5,12.5,12.2,-0.3000000000000007,0.3000000000000007,1644.0,1680.0,36.0,36.0,2128.0,2152.0,24.0,24.0,443.0,460.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-05,exact_match,11a86b0fffa84f618b236372f79ebdedd003a168,11a86b0fffa84f618b236372f79ebdedd003a168,ncloc_different,9349.0,9815.0,466.0,466.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,441.0,462.0,21.0,21.0,14.1,17.6,3.5000000000000018,3.5000000000000018,12.5,12.2,-0.3000000000000007,0.3000000000000007,1674.0,1710.0,36.0,36.0,2184.0,2208.0,24.0,24.0,449.0,466.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-07,exact_match,ef51287d70e9efda0138c4589d010f62bd1b519e,ef51287d70e9efda0138c4589d010f62bd1b519e,ncloc_different,9726.0,10192.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,452.0,473.0,21.0,21.0,13.6,16.9,3.299999999999999,3.299999999999999,12.3,12.0,-0.3000000000000007,0.3000000000000007,1733.0,1769.0,36.0,36.0,2245.0,2269.0,24.0,24.0,459.0,476.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-08,exact_match,cf6f7f1782e8b6ee5ec7b47529e5b43eb3634aad,cf6f7f1782e8b6ee5ec7b47529e5b43eb3634aad,ncloc_different,9852.0,10318.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,453.0,474.0,21.0,21.0,13.4,16.7,3.299999999999999,3.299999999999999,12.2,11.9,-0.29999999999999893,0.29999999999999893,1755.0,1791.0,36.0,36.0,2257.0,2281.0,24.0,24.0,460.0,477.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2024-09,exact_match,ac6ec10c4a3b2f72ba1b9b898800280c0c6a36a0,ac6ec10c4a3b2f72ba1b9b898800280c0c6a36a0,ncloc_different,9775.0,10241.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,451.0,471.0,20.0,20.0,13.5,16.9,3.3999999999999986,3.3999999999999986,12.2,11.9,-0.29999999999999893,0.29999999999999893,1751.0,1787.0,36.0,36.0,2228.0,2251.0,23.0,23.0,458.0,474.0,16.0,16.0
control,BalancerMaxis/multisig-ops,2024-11,exact_match,a719d670957ca738f43a2e583516df488a3e9428,a719d670957ca738f43a2e583516df488a3e9428,ncloc_different,10036.0,10502.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,456.0,476.0,20.0,20.0,13.2,16.4,3.1999999999999993,3.1999999999999993,12.1,11.8,-0.29999999999999893,0.29999999999999893,1809.0,1845.0,36.0,36.0,2298.0,2321.0,23.0,23.0,463.0,479.0,16.0,16.0
control,BalancerMaxis/multisig-ops,2024-12,exact_match,5507c2d5eb55e27c52041c0712b6a8abe8509dcd,5507c2d5eb55e27c52041c0712b6a8abe8509dcd,ncloc_different,10087.0,10553.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,457.0,478.0,21.0,21.0,13.2,16.4,3.1999999999999993,3.1999999999999993,12.1,11.8,-0.29999999999999893,0.29999999999999893,1811.0,1847.0,36.0,36.0,2303.0,2331.0,28.0,28.0,464.0,481.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2025-01,exact_match,9614e46a65df5037ab770ea4d2b21dc51c8b0018,9614e46a65df5037ab770ea4d2b21dc51c8b0018,ncloc_different,10101.0,10567.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,462.0,483.0,21.0,21.0,13.1,16.4,3.299999999999999,3.299999999999999,12.1,11.8,-0.29999999999999893,0.29999999999999893,1819.0,1855.0,36.0,36.0,2333.0,2361.0,28.0,28.0,469.0,486.0,17.0,17.0
control,BalancerMaxis/multisig-ops,2025-02,exact_match,707332fe68a8b569c7fe20e020300a86a882f90c,707332fe68a8b569c7fe20e020300a86a882f90c,ncloc_different,10293.0,10759.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,470.0,489.0,19.0,19.0,12.9,16.1,3.200000000000001,3.200000000000001,12.0,11.8,-0.1999999999999993,0.1999999999999993,1867.0,1903.0,36.0,36.0,2373.0,2395.0,22.0,22.0,477.0,492.0,15.0,15.0
control,BalancerMaxis/multisig-ops,2025-03,exact_match,ee129356940cfa41c62e1bbda188aaa1bd7f25fe,ee129356940cfa41c62e1bbda188aaa1bd7f25fe,ncloc_different,10683.0,11149.0,466.0,466.0,8.0,3.0,-5.0,5.0,0.0,0.0,0.0,0.0,474.0,492.0,18.0,18.0,13.1,16.2,3.0999999999999996,3.0999999999999996,11.8,11.6,-0.20000000000000107,0.20000000000000107,2082.0,2118.0,36.0,36.0,2456.0,2445.0,-11.0,11.0,482.0,495.0,13.0,13.0
control,BalancerMaxis/multisig-ops,2025-04,exact_match,b660d124f15401d6aa523fe33731f99bf0e4e6aa,b660d124f15401d6aa523fe33731f99bf0e4e6aa,ncloc_different,10729.0,11197.0,468.0,468.0,8.0,3.0,-5.0,5.0,0.0,0.0,0.0,0.0,474.0,493.0,19.0,19.0,13.1,16.2,3.0999999999999996,3.0999999999999996,11.8,11.5,-0.3000000000000007,0.3000000000000007,2116.0,2152.0,36.0,36.0,2487.0,2473.0,-14.0,14.0,482.0,496.0,14.0,14.0
control,BalancerMaxis/multisig-ops,2025-05,exact_match,fd38e66687763b0ff3795de0978304eeed41ec45,fd38e66687763b0ff3795de0978304eeed41ec45,ncloc_different,10867.0,11333.0,466.0,466.0,8.0,4.0,-4.0,4.0,0.0,0.0,0.0,0.0,483.0,502.0,19.0,19.0,12.9,16.0,3.0999999999999996,3.0999999999999996,11.7,11.5,-0.1999999999999993,0.1999999999999993,2187.0,2223.0,36.0,36.0,2583.0,2569.0,-14.0,14.0,491.0,506.0,15.0,15.0
control,BalancerMaxis/multisig-ops,2025-06,exact_match,7f89042c4e35b1e75c5e987c3bac3a2faf98dbef,7f89042c4e35b1e75c5e987c3bac3a2faf98dbef,ncloc_different,10917.0,11383.0,466.0,466.0,8.0,3.0,-5.0,5.0,0.0,0.0,0.0,0.0,490.0,509.0,19.0,19.0,12.9,15.9,3.0,3.0,11.8,11.5,-0.3000000000000007,0.3000000000000007,2182.0,2218.0,36.0,36.0,2586.0,2572.0,-14.0,14.0,498.0,512.0,14.0,14.0
control,BalancerMaxis/multisig-ops,2025-07,exact_match,bfb22ac38e1c315d7ca2087ce4d8d2d81981e0cc,bfb22ac38e1c315d7ca2087ce4d8d2d81981e0cc,ncloc_different,11037.0,11503.0,466.0,466.0,9.0,3.0,-6.0,6.0,0.0,0.0,0.0,0.0,467.0,481.0,14.0,14.0,13.0,15.9,2.9000000000000004,2.9000000000000004,12.4,12.1,-0.3000000000000007,0.3000000000000007,2119.0,2155.0,36.0,36.0,2398.0,2339.0,-59.0,59.0,476.0,484.0,8.0,8.0
control,BalancerMaxis/multisig-ops,2025-08,exact_match,5483a5ab2c8ec21b205d21bfb3d3b7b96a737fe9,5483a5ab2c8ec21b205d21bfb3d3b7b96a737fe9,ncloc_different,11252.0,11718.0,466.0,466.0,7.0,3.0,-4.0,4.0,0.0,0.0,0.0,0.0,467.0,481.0,14.0,14.0,12.7,15.6,2.9000000000000004,2.9000000000000004,12.1,11.9,-0.1999999999999993,0.1999999999999993,2190.0,2226.0,36.0,36.0,2475.0,2411.0,-64.0,64.0,474.0,484.0,10.0,10.0
control,Benzauber/convert-commander,2024-11,exact_match,0daf3fb2c5f7ea7f15b45b2b78959f7c0ac495cc,0daf3fb2c5f7ea7f15b45b2b78959f7c0ac495cc,ncloc_close,786.0,796.0,10.0,10.0,18.0,18.0,0.0,0.0,0.0,4.0,4.0,4.0,44.0,52.0,8.0,8.0,0.0,0.0,0.0,0.0,9.7,9.5,-0.1999999999999993,0.1999999999999993,79.0,79.0,0.0,0.0,292.0,329.0,37.0,37.0,62.0,74.0,12.0,12.0
control,Benzauber/convert-commander,2024-12,exact_match,c6af5ce2dd031d22e63cb2cfe906d4d7eaf8cd29,c6af5ce2dd031d22e63cb2cfe906d4d7eaf8cd29,ncloc_close,786.0,796.0,10.0,10.0,18.0,18.0,0.0,0.0,0.0,4.0,4.0,4.0,44.0,52.0,8.0,8.0,0.0,0.0,0.0,0.0,9.7,9.5,-0.1999999999999993,0.1999999999999993,79.0,79.0,0.0,0.0,292.0,329.0,37.0,37.0,62.0,74.0,12.0,12.0
control,Benzauber/convert-commander,2025-01,exact_match,799f1b779024bb90c5bca1df44b23a9ec13ee5c3,799f1b779024bb90c5bca1df44b23a9ec13ee5c3,ncloc_close,1246.0,1257.0,11.0,11.0,72.0,72.0,0.0,0.0,0.0,4.0,4.0,4.0,196.0,202.0,6.0,6.0,7.7,7.7,0.0,0.0,8.7,8.6,-0.09999999999999964,0.09999999999999964,195.0,195.0,0.0,0.0,1444.0,1471.0,27.0,27.0,268.0,278.0,10.0,10.0
control,Benzauber/convert-commander,2025-03,exact_match,47516bf205985b3e69a7bac2e1cd36540053803a,47516bf205985b3e69a7bac2e1cd36540053803a,ncloc_different,1351.0,1365.0,14.0,14.0,72.0,74.0,2.0,2.0,0.0,4.0,4.0,4.0,199.0,205.0,6.0,6.0,7.2,7.2,0.0,0.0,8.2,8.1,-0.09999999999999964,0.09999999999999964,204.0,204.0,0.0,0.0,1455.0,1492.0,37.0,37.0,271.0,283.0,12.0,12.0
control,Benzauber/convert-commander,2025-05,exact_match,f0d8e7aaa90f855e27ba3f7347c100a2b0f578bb,f0d8e7aaa90f855e27ba3f7347c100a2b0f578bb,ncloc_different,1305.0,1319.0,14.0,14.0,72.0,74.0,2.0,2.0,0.0,4.0,4.0,4.0,198.0,205.0,7.0,7.0,4.2,4.2,0.0,0.0,8.5,8.5,0.0,0.0,205.0,205.0,0.0,0.0,1450.0,1492.0,42.0,42.0,270.0,283.0,13.0,13.0
control,Benzauber/convert-commander,2025-06,exact_match,094aeaeeb494ad5b7f5ada26f3ca0a3df3ffa55d,094aeaeeb494ad5b7f5ada26f3ca0a3df3ffa55d,ncloc_different,1339.0,1353.0,14.0,14.0,72.0,74.0,2.0,2.0,0.0,4.0,4.0,4.0,199.0,209.0,10.0,10.0,4.1,4.1,0.0,0.0,9.6,9.5,-0.09999999999999964,0.09999999999999964,230.0,230.0,0.0,0.0,1465.0,1522.0,57.0,57.0,271.0,287.0,16.0,16.0
control,Benzauber/convert-commander,2025-07,exact_match,48a6e6b7605a540c6fe4f1a5f4f2ceb4e31d59a5,48a6e6b7605a540c6fe4f1a5f4f2ceb4e31d59a5,ncloc_different,1339.0,1353.0,14.0,14.0,72.0,74.0,2.0,2.0,0.0,4.0,4.0,4.0,199.0,209.0,10.0,10.0,4.1,4.1,0.0,0.0,9.6,9.5,-0.09999999999999964,0.09999999999999964,230.0,230.0,0.0,0.0,1465.0,1522.0,57.0,57.0,271.0,287.0,16.0,16.0
control,Benzauber/convert-commander,2025-08,exact_match,91e35d37877657be0089732cd8e4fd0c81c1822a,91e35d37877657be0089732cd8e4fd0c81c1822a,ncloc_close,1728.0,1742.0,14.0,14.0,73.0,74.0,1.0,1.0,0.0,4.0,4.0,4.0,201.0,212.0,11.0,11.0,3.2,3.2,0.0,0.0,9.9,9.8,-0.09999999999999964,0.09999999999999964,354.0,354.0,0.0,0.0,1531.0,1588.0,57.0,57.0,274.0,290.0,16.0,16.0
control,BiancoChiu/iOSRealRun-cli-18,2024-02,exact_match,cecde43510d4ecee001f9ca20ef342409ef8fd54,cecde43510d4ecee001f9ca20ef342409ef8fd54,ncloc_identical,303.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,0.0,0.0,43.0,43.0,0.0,0.0,44.0,44.0,0.0,0.0,9.0,9.0,0.0,0.0
control,BiancoChiu/iOSRealRun-cli-18,2024-03,exact_match,083f8ec6ddfe558edb48f054222f109673a2f0e6,083f8ec6ddfe558edb48f054222f109673a2f0e6,ncloc_identical,303.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,0.0,0.0,53.0,53.0,0.0,0.0,44.0,44.0,0.0,0.0,9.0,9.0,0.0,0.0
control,BiancoChiu/iOSRealRun-cli-18,2025-02,exact_match,0ba61c949e12360c704691ccbff79de8c60c4241,0ba61c949e12360c704691ccbff79de8c60c4241,ncloc_identical,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,61.0,61.0,0.0,0.0,54.0,59.0,5.0,5.0,11.0,12.0,1.0,1.0
control,BiancoChiu/iOSRealRun-cli-18,2025-03,exact_match,ad628f18ae71a3032893fac49a120a6c2dba0866,ad628f18ae71a3032893fac49a120a6c2dba0866,ncloc_identical,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.1,4.1,0.0,0.0,61.0,61.0,0.0,0.0,44.0,49.0,5.0,5.0,9.0,10.0,1.0,1.0
control,BiancoChiu/iOSRealRun-cli-18,2025-05,exact_match,cbae4f82e572aaa30402dd48b620095af563b68c,cbae4f82e572aaa30402dd48b620095af563b68c,ncloc_identical,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.1,4.1,0.0,0.0,61.0,61.0,0.0,0.0,44.0,49.0,5.0,5.0,9.0,10.0,1.0,1.0
control,BiancoChiu/iOSRealRun-cli-18,2025-06,exact_match,87c1f190c78839acead294e745990692fed6d80d,87c1f190c78839acead294e745990692fed6d80d,ncloc_identical,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.1,4.1,0.0,0.0,61.0,61.0,0.0,0.0,44.0,49.0,5.0,5.0,9.0,10.0,1.0,1.0
control,C4NU/Paddie,2024-01,exact_match,af78d9ca13262dfd0eb4a863bd582284ea452fab,af78d9ca13262dfd0eb4a863bd582284ea452fab,ncloc_identical,1432.0,1432.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,74.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,315.0,315.0,0.0,0.0,302.0,312.0,10.0,10.0,73.0,75.0,2.0,2.0
control,C4NU/Paddie,2024-02,exact_match,d3420b46f68925d6f95c5353d0a4a279ae49d00f,d3420b46f68925d6f95c5353d0a4a279ae49d00f,ncloc_identical,1456.0,1456.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,2.0,2.0,0.0,0.0,0.0,0.0,7.9,7.9,0.0,0.0,329.0,329.0,0.0,0.0,329.0,339.0,10.0,10.0,77.0,79.0,2.0,2.0
control,C4NU/Paddie,2024-03,exact_match,46fe27201a0aaf26672fd5deec435ff61c53e8b7,46fe27201a0aaf26672fd5deec435ff61c53e8b7,ncloc_identical,1455.0,1455.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,2.0,2.0,0.0,0.0,0.0,0.0,7.9,7.9,0.0,0.0,329.0,329.0,0.0,0.0,329.0,339.0,10.0,10.0,77.0,79.0,2.0,2.0
control,C4NU/Paddie,2024-04,exact_match,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,1a14eff63d31b1ad0ab3a0691bfb5aa0df680cae,ncloc_identical,1476.0,1476.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,2.0,2.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,0.0,331.0,331.0,0.0,0.0,329.0,339.0,10.0,10.0,77.0,79.0,2.0,2.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-05,exact_match,2e475ab5a9f5e652f78775462a0266e1fae0b0c3,2e475ab5a9f5e652f78775462a0266e1fae0b0c3,ncloc_identical,1501.0,1501.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,206.0,-39.0,39.0,41.9,41.9,0.0,0.0,3.8,3.8,0.0,0.0,181.0,181.0,0.0,0.0,1563.0,1524.0,-39.0,39.0,246.0,207.0,-39.0,39.0
